"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 29 15:13:22 IST 2020","Wed Jul 29 15:13:22 IST 2020","0","test_scripts.test_search","test_sample","","","","test_script[chrome]",""
